Family	Hotel	Park	Day
Travis	Oliphant Camp	World's Fair	Saturday
Travis	Oliphant Camp	Jumbo Golf Course	Sunday
Pickett	Pachyderm Suites	Jumbo Studios	Friday
Pickett	Pachyderm Suites	Jumbo Kingdom	Saturday
Pickett	Pachyderm Suites	Animal Planet Zoo	Sunday
Crane	Elephant Lodge	Trunk Water Park	Friday
Crane	Elephant Lodge	Jumbo Kingdom	Saturday
Crane	Elephant Lodge	World's Fair	Sunday
Sears	Trunk Inn	Jumbo Kingdom	Friday
Sears	Trunk Inn	Jumbo Studios	Saturday
Sears	Trunk Inn	Trunk Water Park	Sunday
Mayo	Tusk Hotel	Jumbo Golf Course	Friday
Mayo	Tusk Hotel	World's Fair	Saturday
Mayo	Tusk Hotel	World's Fair	Sunday
Dunlap	Pachyderm Suites	Animal Planet Zoo	Friday
Dunlap	Pachyderm Suites	Jumbo Studios	Saturday
Dunlap	Pachyderm Suites	Jumbo Studios	Sunday
Hayden	Trunk Inn	Jumbo Kingdom	Friday
Hayden	Trunk Inn	World's Fair	Saturday
Hayden	Trunk Inn	Jumbo Golf Course	Sunday
Wilder	Mouse Resort	Jumbo Studios	Friday
Wilder	Mouse Resort	Jumbo Studios	Saturday
Wilder	Mouse Resort	Trunk Water Park	Sunday
Mckay	Pachyderm Suites	Animal Planet Zoo	Friday
Mckay	Pachyderm Suites	World's Fair	Saturday
Mckay	Pachyderm Suites	World's Fair	Sunday
Coffey	Mammoth Motel	Jumbo Studios	Friday
Coffey	Mammoth Motel	Jumbo Studios	Saturday
Coffey	Mammoth Motel	Jumbo Kingdom	Sunday
Mccarty	Tusk Hotel	World's Fair	Friday
Mccarty	Tusk Hotel	Jumbo Kingdom	Saturday
Mccarty	Tusk Hotel	Animal Planet Zoo	Sunday
Ewing	Trunk Inn	Jumbo Kingdom	Friday
Ewing	Trunk Inn	World's Fair	Saturday
Ewing	Trunk Inn	Jumbo Golf Course	Sunday
Cooley	Mouse Resort	World's Fair	Friday
Cooley	Mouse Resort	Jumbo Golf Course	Saturday
Cooley	Mouse Resort	Jumbo Studios	Sunday
Vaughan	Mammoth Motel	Jumbo Studios	Friday
Vaughan	Mammoth Motel	Jumbo Studios	Saturday
Vaughan	Mammoth Motel	World's Fair	Sunday
Bonner	Trunk Inn	Jumbo Golf Course	Friday
Bonner	Trunk Inn	Jumbo Kingdom	Saturday
Bonner	Trunk Inn	Jumbo Kingdom	Sunday
Cotton	Mammoth Motel	Jumbo Studios	Friday
Cotton	Mammoth Motel	Animal Planet Zoo	Saturday
Cotton	Mammoth Motel	Animal Planet Zoo	Sunday
Holder	Trunk Inn	Jumbo Kingdom	Friday
Holder	Trunk Inn	Animal Planet Zoo	Saturday
Holder	Trunk Inn	Jumbo Studios	Sunday
Stark	Mammoth Motel	Trunk Water Park	Friday
Stark	Mammoth Motel	Jumbo Kingdom	Saturday
Stark	Mammoth Motel	Animal Planet Zoo	Sunday
Ferrell	Mammoth Motel	Animal Planet Zoo	Friday
Ferrell	Mammoth Motel	Trunk Water Park	Saturday
Ferrell	Mammoth Motel	Trunk Water Park	Sunday
Cantrell	Trunk Inn	Jumbo Kingdom	Friday
Cantrell	Trunk Inn	Jumbo Studios	Saturday
Cantrell	Trunk Inn	Animal Planet Zoo	Sunday
Fulton	Loxodon Lodge	Jumbo Studios	Friday
Fulton	Loxodon Lodge	Trunk Water Park	Saturday
Fulton	Loxodon Lodge	Trunk Water Park	Sunday
Lynn	Elephant Lodge	Trunk Water Park	Friday
Lynn	Elephant Lodge	Jumbo Studios	Saturday
Lynn	Elephant Lodge	Jumbo Studios	Sunday
Lott	Pachyderm Suites	Jumbo Kingdom	Friday
Lott	Pachyderm Suites	Jumbo Kingdom	Saturday
Lott	Pachyderm Suites	World's Fair	Sunday
Calderon	Trunk Inn	Jumbo Kingdom	Friday
Calderon	Trunk Inn	Jumbo Kingdom	Saturday
Calderon	Trunk Inn	Animal Planet Zoo	Sunday
Rosa	Mammoth Motel	Jumbo Studios	Friday
Rosa	Mammoth Motel	World's Fair	Saturday
Rosa	Mammoth Motel	Jumbo Kingdom	Sunday
Pollard	Mouse Resort	Jumbo Golf Course	Friday
Pollard	Mouse Resort	Animal Planet Zoo	Saturday
Pollard	Mouse Resort	World's Fair	Sunday
Hooper	Pachyderm Suites	Jumbo Kingdom	Friday
Hooper	Pachyderm Suites	World's Fair	Saturday
Hooper	Pachyderm Suites	Animal Planet Zoo	Sunday
Burch	Pachyderm Suites	World's Fair	Friday
Burch	Pachyderm Suites	Jumbo Kingdom	Saturday
Burch	Pachyderm Suites	Trunk Water Park	Sunday
Mullen	Mammoth Motel	Jumbo Kingdom	Friday
Mullen	Mammoth Motel	World's Fair	Saturday
Mullen	Mammoth Motel	Animal Planet Zoo	Sunday
Fry	Pachyderm Suites	Jumbo Kingdom	Friday
Fry	Pachyderm Suites	Jumbo Studios	Saturday
Fry	Pachyderm Suites	Animal Planet Zoo	Sunday
Riddle	Mouse Resort	Jumbo Kingdom	Friday
Riddle	Mouse Resort	Jumbo Studios	Saturday
Riddle	Mouse Resort	Animal Planet Zoo	Sunday
Levy	Trunk Inn	Jumbo Kingdom	Friday
Levy	Trunk Inn	Jumbo Studios	Saturday
Levy	Trunk Inn	Trunk Water Park	Sunday
David	Tusk Hotel	Jumbo Kingdom	Friday
David	Tusk Hotel	Jumbo Golf Course	Saturday
David	Tusk Hotel	Jumbo Golf Course	Sunday
Duke	Tusk Hotel	Jumbo Kingdom	Friday
Duke	Tusk Hotel	Jumbo Studios	Saturday
Duke	Tusk Hotel	World's Fair	Sunday
Odonnell	Pachyderm Suites	Jumbo Kingdom	Friday
Odonnell	Pachyderm Suites	World's Fair	Saturday
Odonnell	Pachyderm Suites	Animal Planet Zoo	Sunday
Guy	Mouse Resort	Jumbo Golf Course	Friday
Guy	Mouse Resort	Jumbo Studios	Saturday
Guy	Mouse Resort	Jumbo Kingdom	Sunday
Michael	Loxodon Lodge	World's Fair	Friday
Michael	Loxodon Lodge	Jumbo Kingdom	Saturday
Michael	Loxodon Lodge	Jumbo Kingdom	Sunday
Britt	Oliphant Camp	Jumbo Studios	Friday
Britt	Oliphant Camp	Jumbo Kingdom	Saturday
Britt	Oliphant Camp	Trunk Water Park	Sunday
Frederick	Mammoth Motel	Jumbo Studios	Friday
Frederick	Mammoth Motel	World's Fair	Saturday
Frederick	Mammoth Motel	Jumbo Kingdom	Sunday
Daugherty	Pachyderm Suites	World's Fair	Friday
Daugherty	Pachyderm Suites	Jumbo Kingdom	Saturday
Daugherty	Pachyderm Suites	Jumbo Studios	Sunday
Berger	Tusk Hotel	Jumbo Studios	Friday
Berger	Tusk Hotel	Jumbo Kingdom	Saturday
Berger	Tusk Hotel	World's Fair	Sunday
Dillard	Trunk Inn	Jumbo Kingdom	Friday
Dillard	Trunk Inn	Animal Planet Zoo	Saturday
Dillard	Trunk Inn	World's Fair	Sunday
Alston	Tusk Hotel	Jumbo Kingdom	Friday
Alston	Tusk Hotel	Trunk Water Park	Saturday
Alston	Tusk Hotel	World's Fair	Sunday
Jarvis	Mammoth Motel	Jumbo Studios	Friday
Jarvis	Mammoth Motel	Jumbo Studios	Saturday
Jarvis	Mammoth Motel	World's Fair	Sunday
Frye	Pachyderm Suites	Jumbo Kingdom	Friday
Frye	Pachyderm Suites	World's Fair	Saturday
Frye	Pachyderm Suites	Jumbo Studios	Sunday
Riggs	Mouse Resort	World's Fair	Friday
Riggs	Mouse Resort	World's Fair	Saturday
Riggs	Mouse Resort	Jumbo Golf Course	Sunday
Chaney	Trunk Inn	Jumbo Kingdom	Friday
Chaney	Trunk Inn	Jumbo Kingdom	Saturday
Chaney	Trunk Inn	Jumbo Kingdom	Sunday
Odom	Oliphant Camp	Jumbo Kingdom	Friday
Odom	Oliphant Camp	Jumbo Golf Course	Saturday
Odom	Oliphant Camp	World's Fair	Sunday
Duffy	Tusk Hotel	Jumbo Kingdom	Friday
Duffy	Tusk Hotel	Animal Planet Zoo	Saturday
Duffy	Tusk Hotel	Animal Planet Zoo	Sunday
Fitzpatrick	Trunk Inn	Jumbo Kingdom	Friday
Fitzpatrick	Trunk Inn	Jumbo Studios	Saturday
Fitzpatrick	Trunk Inn	Animal Planet Zoo	Sunday
Valenzuela	Loxodon Lodge	Trunk Water Park	Friday
Valenzuela	Loxodon Lodge	Jumbo Studios	Saturday
Valenzuela	Loxodon Lodge	Jumbo Studios	Sunday
Merrill	Tusk Hotel	Animal Planet Zoo	Friday
Merrill	Tusk Hotel	Jumbo Kingdom	Saturday
Merrill	Tusk Hotel	Jumbo Studios	Sunday
Mayer	Loxodon Lodge	Jumbo Studios	Friday
Mayer	Loxodon Lodge	Jumbo Studios	Saturday
Mayer	Loxodon Lodge	World's Fair	Sunday
Alford	Trunk Inn	World's Fair	Friday
Alford	Trunk Inn	Animal Planet Zoo	Saturday
Alford	Trunk Inn	Jumbo Kingdom	Sunday
Mcpherson	Tusk Hotel	Jumbo Golf Course	Friday
Mcpherson	Tusk Hotel	Jumbo Kingdom	Saturday
Mcpherson	Tusk Hotel	Trunk Water Park	Sunday
Acevedo	Tusk Hotel	Jumbo Kingdom	Friday
Acevedo	Tusk Hotel	Animal Planet Zoo	Saturday
Acevedo	Tusk Hotel	Jumbo Studios	Sunday
Donovan	Pachyderm Suites	World's Fair	Friday
Donovan	Pachyderm Suites	Jumbo Kingdom	Saturday
Donovan	Pachyderm Suites	Jumbo Studios	Sunday
Barrera	Loxodon Lodge	Jumbo Studios	Friday
Barrera	Loxodon Lodge	Jumbo Kingdom	Saturday
Barrera	Loxodon Lodge	Trunk Water Park	Sunday
Albert	Pachyderm Suites	Jumbo Kingdom	Friday
Albert	Pachyderm Suites	Jumbo Kingdom	Saturday
Albert	Pachyderm Suites	World's Fair	Sunday
Cote	Mammoth Motel	World's Fair	Friday
Cote	Mammoth Motel	Jumbo Kingdom	Saturday
Cote	Mammoth Motel	Jumbo Kingdom	Sunday
Reilly	Trunk Inn	Jumbo Kingdom	Friday
Reilly	Trunk Inn	Jumbo Studios	Saturday
Reilly	Trunk Inn	Animal Planet Zoo	Sunday
Compton	Trunk Inn	Jumbo Kingdom	Friday
Compton	Trunk Inn	Trunk Water Park	Saturday
Compton	Trunk Inn	Jumbo Studios	Sunday
Raymond	Elephant Lodge	Trunk Water Park	Friday
Raymond	Elephant Lodge	World's Fair	Saturday
Raymond	Elephant Lodge	Jumbo Studios	Sunday
Mooney	Tusk Hotel	Jumbo Kingdom	Friday
Mooney	Tusk Hotel	World's Fair	Saturday
Mooney	Tusk Hotel	World's Fair	Sunday
Mcgowan	Mouse Resort	World's Fair	Friday
Mcgowan	Mouse Resort	Jumbo Studios	Saturday
Mcgowan	Mouse Resort	Animal Planet Zoo	Sunday
Craft	Mammoth Motel	Jumbo Kingdom	Friday
Craft	Mammoth Motel	World's Fair	Saturday
Craft	Mammoth Motel	Jumbo Studios	Sunday
Cleveland	Tusk Hotel	Jumbo Kingdom	Friday
Cleveland	Tusk Hotel	World's Fair	Saturday
Cleveland	Tusk Hotel	Jumbo Golf Course	Sunday
Clemons	Tusk Hotel	Jumbo Kingdom	Friday
Clemons	Tusk Hotel	Jumbo Golf Course	Saturday
Clemons	Tusk Hotel	Jumbo Studios	Sunday
Wynn	Pachyderm Suites	Animal Planet Zoo	Friday
Wynn	Pachyderm Suites	Jumbo Kingdom	Saturday
Wynn	Pachyderm Suites	World's Fair	Sunday
Nielsen	Trunk Inn	Jumbo Kingdom	Friday
Nielsen	Trunk Inn	World's Fair	Saturday
Nielsen	Trunk Inn	Animal Planet Zoo	Sunday
Baird	Oliphant Camp	Jumbo Studios	Friday
Baird	Oliphant Camp	World's Fair	Saturday
Baird	Oliphant Camp	Trunk Water Park	Sunday
Stanton	Pachyderm Suites	Jumbo Studios	Friday
Stanton	Pachyderm Suites	Animal Planet Zoo	Saturday
Stanton	Pachyderm Suites	Jumbo Kingdom	Sunday
Snider	Oliphant Camp	World's Fair	Friday
Snider	Oliphant Camp	World's Fair	Saturday
Snider	Oliphant Camp	Jumbo Studios	Sunday
Rosales	Pachyderm Suites	Animal Planet Zoo	Friday
Rosales	Pachyderm Suites	World's Fair	Saturday
Rosales	Pachyderm Suites	Jumbo Kingdom	Sunday
Bright	Mammoth Motel	Jumbo Kingdom	Friday
Bright	Mammoth Motel	Trunk Water Park	Saturday
Bright	Mammoth Motel	World's Fair	Sunday
Witt	Pachyderm Suites	World's Fair	Friday
Witt	Pachyderm Suites	Jumbo Kingdom	Saturday
Witt	Pachyderm Suites	Animal Planet Zoo	Sunday
Stuart	Loxodon Lodge	Jumbo Studios	Friday
Stuart	Loxodon Lodge	Jumbo Studios	Saturday
Stuart	Loxodon Lodge	Jumbo Kingdom	Sunday
Hays	Loxodon Lodge	World's Fair	Friday
Hays	Loxodon Lodge	Animal Planet Zoo	Saturday
Hays	Loxodon Lodge	Jumbo Studios	Sunday
Holden	Oliphant Camp	Trunk Water Park	Friday
Holden	Oliphant Camp	Jumbo Kingdom	Saturday
Holden	Oliphant Camp	World's Fair	Sunday
Rutledge	Trunk Inn	Jumbo Kingdom	Friday
Rutledge	Trunk Inn	World's Fair	Saturday
Rutledge	Trunk Inn	Animal Planet Zoo	Sunday
Kinney	Loxodon Lodge	Trunk Water Park	Friday
Kinney	Loxodon Lodge	Jumbo Studios	Saturday
Kinney	Loxodon Lodge	World's Fair	Sunday
Clements	Tusk Hotel	Animal Planet Zoo	Friday
Clements	Tusk Hotel	Jumbo Kingdom	Saturday
Clements	Tusk Hotel	Jumbo Kingdom	Sunday
Castaneda	Loxodon Lodge	Jumbo Studios	Friday
Castaneda	Loxodon Lodge	Trunk Water Park	Saturday
Castaneda	Loxodon Lodge	World's Fair	Sunday
Slater	Trunk Inn	Jumbo Kingdom	Friday
Slater	Trunk Inn	Trunk Water Park	Saturday
Slater	Trunk Inn	Animal Planet Zoo	Sunday
Hahn	Loxodon Lodge	Jumbo Studios	Friday
Hahn	Loxodon Lodge	Jumbo Kingdom	Saturday
Hahn	Loxodon Lodge	Trunk Water Park	Sunday
Emerson	Loxodon Lodge	Jumbo Kingdom	Friday
Emerson	Loxodon Lodge	Animal Planet Zoo	Saturday
Emerson	Loxodon Lodge	World's Fair	Sunday
Conrad	Elephant Lodge	Trunk Water Park	Friday
Conrad	Elephant Lodge	Jumbo Kingdom	Saturday
Conrad	Elephant Lodge	Jumbo Studios	Sunday
Burks	Loxodon Lodge	World's Fair	Friday
Burks	Loxodon Lodge	Jumbo Studios	Saturday
Burks	Loxodon Lodge	Jumbo Kingdom	Sunday
Delaney	Mouse Resort	Jumbo Studios	Friday
Delaney	Mouse Resort	Trunk Water Park	Saturday
Delaney	Mouse Resort	Trunk Water Park	Sunday
Pate	Mouse Resort	Jumbo Kingdom	Friday
Pate	Mouse Resort	Jumbo Studios	Saturday
Pate	Mouse Resort	Jumbo Studios	Sunday
Lancaster	Trunk Inn	Jumbo Studios	Friday
Lancaster	Trunk Inn	Jumbo Kingdom	Saturday
Lancaster	Trunk Inn	Animal Planet Zoo	Sunday
Sweet	Loxodon Lodge	World's Fair	Friday
Sweet	Loxodon Lodge	World's Fair	Saturday
Sweet	Loxodon Lodge	Trunk Water Park	Sunday
Justice	Mammoth Motel	Jumbo Studios	Friday
Justice	Mammoth Motel	Jumbo Studios	Saturday
Justice	Mammoth Motel	Jumbo Studios	Sunday
Tyson	Mammoth Motel	Animal Planet Zoo	Friday
Tyson	Mammoth Motel	Jumbo Studios	Saturday
Tyson	Mammoth Motel	Jumbo Kingdom	Sunday
Sharpe	Tusk Hotel	Jumbo Kingdom	Friday
Sharpe	Tusk Hotel	World's Fair	Saturday
Sharpe	Tusk Hotel	World's Fair	Sunday
Whitfield	Tusk Hotel	Jumbo Studios	Friday
Whitfield	Tusk Hotel	Jumbo Kingdom	Saturday
Whitfield	Tusk Hotel	Jumbo Kingdom	Sunday
Talley	Trunk Inn	Jumbo Kingdom	Friday
Talley	Trunk Inn	Jumbo Kingdom	Saturday
Talley	Trunk Inn	Jumbo Kingdom	Sunday
Macias	Mammoth Motel	Jumbo Studios	Friday
Macias	Mammoth Motel	World's Fair	Saturday
Macias	Mammoth Motel	Trunk Water Park	Sunday
Irwin	Pachyderm Suites	Jumbo Kingdom	Friday
Irwin	Pachyderm Suites	Jumbo Kingdom	Saturday
Irwin	Pachyderm Suites	Jumbo Kingdom	Sunday
Burris	Loxodon Lodge	Trunk Water Park	Friday
Burris	Loxodon Lodge	Trunk Water Park	Saturday
Burris	Loxodon Lodge	Animal Planet Zoo	Sunday
Ratliff	Mammoth Motel	Jumbo Studios	Friday
Ratliff	Mammoth Motel	Jumbo Kingdom	Saturday
Ratliff	Mammoth Motel	World's Fair	Sunday
Mccray	Elephant Lodge	Trunk Water Park	Friday
Mccray	Elephant Lodge	Trunk Water Park	Saturday
Mccray	Elephant Lodge	Trunk Water Park	Sunday
Madden	Pachyderm Suites	World's Fair	Friday
Madden	Pachyderm Suites	World's Fair	Saturday
Madden	Pachyderm Suites	World's Fair	Sunday
Kaufman	Trunk Inn	Jumbo Kingdom	Friday
Kaufman	Trunk Inn	Jumbo Kingdom	Saturday
Kaufman	Trunk Inn	Trunk Water Park	Sunday
Beach	Loxodon Lodge	World's Fair	Friday
Beach	Loxodon Lodge	World's Fair	Saturday
Beach	Loxodon Lodge	Jumbo Kingdom	Sunday
Goff	Oliphant Camp	World's Fair	Friday
Goff	Oliphant Camp	World's Fair	Saturday
Goff	Oliphant Camp	Jumbo Golf Course	Sunday
Cash	Trunk Inn	World's Fair	Friday
Cash	Trunk Inn	World's Fair	Saturday
Cash	Trunk Inn	Jumbo Kingdom	Sunday
Bolton	Mammoth Motel	World's Fair	Friday
Bolton	Mammoth Motel	Jumbo Golf Course	Saturday
Bolton	Mammoth Motel	Jumbo Studios	Sunday
Mcfadden	Tusk Hotel	Jumbo Kingdom	Friday
Mcfadden	Tusk Hotel	Jumbo Golf Course	Saturday
Mcfadden	Tusk Hotel	Jumbo Golf Course	Sunday
Levine	Tusk Hotel	World's Fair	Friday
Levine	Tusk Hotel	Jumbo Kingdom	Saturday
Levine	Tusk Hotel	Animal Planet Zoo	Sunday
Good	Tusk Hotel	Jumbo Kingdom	Friday
Good	Tusk Hotel	Animal Planet Zoo	Saturday
Good	Tusk Hotel	Jumbo Studios	Sunday
Byers	Tusk Hotel	Animal Planet Zoo	Friday
Byers	Tusk Hotel	Jumbo Kingdom	Saturday
Byers	Tusk Hotel	Jumbo Studios	Sunday
Kirkland	Pachyderm Suites	World's Fair	Friday
Kirkland	Pachyderm Suites	Trunk Water Park	Saturday
Kirkland	Pachyderm Suites	Jumbo Kingdom	Sunday
Kidd	Tusk Hotel	Jumbo Kingdom	Friday
Kidd	Tusk Hotel	Jumbo Studios	Saturday
Kidd	Tusk Hotel	World's Fair	Sunday
Workman	Trunk Inn	Jumbo Kingdom	Friday
Workman	Trunk Inn	Animal Planet Zoo	Saturday
Workman	Trunk Inn	Trunk Water Park	Sunday
Carney	Trunk Inn	Animal Planet Zoo	Friday
Carney	Trunk Inn	Jumbo Kingdom	Saturday
Carney	Trunk Inn	Jumbo Kingdom	Sunday
Dale	Pachyderm Suites	Animal Planet Zoo	Friday
Dale	Pachyderm Suites	Animal Planet Zoo	Saturday
Dale	Pachyderm Suites	World's Fair	Sunday
Mcleod	Trunk Inn	Trunk Water Park	Friday
Mcleod	Trunk Inn	Jumbo Kingdom	Saturday
Mcleod	Trunk Inn	Animal Planet Zoo	Sunday
Holcomb	Trunk Inn	Jumbo Studios	Friday
Holcomb	Trunk Inn	Animal Planet Zoo	Saturday
Holcomb	Trunk Inn	Jumbo Kingdom	Sunday
England	Pachyderm Suites	World's Fair	Friday
England	Pachyderm Suites	Jumbo Kingdom	Saturday
England	Pachyderm Suites	Animal Planet Zoo	Sunday
Finch	Mouse Resort	Jumbo Studios	Friday
Finch	Mouse Resort	Jumbo Studios	Saturday
Finch	Mouse Resort	Jumbo Studios	Sunday
Head	Tusk Hotel	Jumbo Kingdom	Friday
Head	Tusk Hotel	Jumbo Studios	Saturday
Head	Tusk Hotel	Animal Planet Zoo	Sunday
Burt	Elephant Lodge	Trunk Water Park	Friday
Burt	Elephant Lodge	Jumbo Kingdom	Saturday
Burt	Elephant Lodge	Animal Planet Zoo	Sunday
Hendrix	Elephant Lodge	World's Fair	Friday
Hendrix	Elephant Lodge	Animal Planet Zoo	Saturday
Hendrix	Elephant Lodge	Animal Planet Zoo	Sunday
Sosa	Loxodon Lodge	World's Fair	Friday
Sosa	Loxodon Lodge	Jumbo Studios	Saturday
Sosa	Loxodon Lodge	Jumbo Kingdom	Sunday
Haney	Oliphant Camp	Jumbo Studios	Friday
Haney	Oliphant Camp	Animal Planet Zoo	Saturday
Haney	Oliphant Camp	World's Fair	Sunday
Franks	Loxodon Lodge	World's Fair	Friday
Franks	Loxodon Lodge	Jumbo Studios	Saturday
Franks	Loxodon Lodge	Animal Planet Zoo	Sunday
Sargent	Trunk Inn	Trunk Water Park	Friday
Sargent	Trunk Inn	Jumbo Kingdom	Saturday
Sargent	Trunk Inn	Jumbo Kingdom	Sunday
Nieves	Pachyderm Suites	World's Fair	Friday
Nieves	Pachyderm Suites	Jumbo Kingdom	Saturday
Nieves	Pachyderm Suites	Jumbo Kingdom	Sunday
Downs	Mouse Resort	Jumbo Studios	Friday
Downs	Mouse Resort	Jumbo Golf Course	Saturday
Downs	Mouse Resort	World's Fair	Sunday
Rasmussen	Loxodon Lodge	World's Fair	Friday
Rasmussen	Loxodon Lodge	Animal Planet Zoo	Saturday
Rasmussen	Loxodon Lodge	Animal Planet Zoo	Sunday
Bird	Mouse Resort	World's Fair	Friday
Bird	Mouse Resort	Jumbo Golf Course	Saturday
Bird	Mouse Resort	Jumbo Studios	Sunday
Hewitt	Pachyderm Suites	Jumbo Studios	Friday
Hewitt	Pachyderm Suites	Trunk Water Park	Saturday
Hewitt	Pachyderm Suites	Trunk Water Park	Sunday
Lindsay	Oliphant Camp	Jumbo Golf Course	Friday
Lindsay	Oliphant Camp	Jumbo Golf Course	Saturday
Lindsay	Oliphant Camp	Jumbo Golf Course	Sunday
Le	Trunk Inn	Jumbo Kingdom	Friday
Le	Trunk Inn	Jumbo Kingdom	Saturday
Le	Trunk Inn	Jumbo Golf Course	Sunday
Foreman	Trunk Inn	Jumbo Kingdom	Friday
Foreman	Trunk Inn	World's Fair	Saturday
Foreman	Trunk Inn	World's Fair	Sunday
Valencia	Trunk Inn	Jumbo Studios	Friday
Valencia	Trunk Inn	Animal Planet Zoo	Saturday
Valencia	Trunk Inn	World's Fair	Sunday
Oneil	Tusk Hotel	Trunk Water Park	Friday
Oneil	Tusk Hotel	World's Fair	Saturday
Oneil	Tusk Hotel	World's Fair	Sunday
Delacruz	Tusk Hotel	Animal Planet Zoo	Friday
Delacruz	Tusk Hotel	Jumbo Studios	Saturday
Delacruz	Tusk Hotel	Jumbo Kingdom	Sunday
Vinson	Mammoth Motel	Animal Planet Zoo	Friday
Vinson	Mammoth Motel	World's Fair	Saturday
Vinson	Mammoth Motel	Jumbo Kingdom	Sunday
Dejesus	Mammoth Motel	Jumbo Kingdom	Friday
Dejesus	Mammoth Motel	Jumbo Studios	Saturday
Dejesus	Mammoth Motel	World's Fair	Sunday
Hyde	Mouse Resort	Jumbo Studios	Friday
Hyde	Mouse Resort	Jumbo Golf Course	Saturday
Hyde	Mouse Resort	Trunk Water Park	Sunday
Forbes	Pachyderm Suites	Animal Planet Zoo	Friday
Forbes	Pachyderm Suites	Animal Planet Zoo	Saturday
Forbes	Pachyderm Suites	Jumbo Kingdom	Sunday
Gilliam	Pachyderm Suites	Trunk Water Park	Friday
Gilliam	Pachyderm Suites	Trunk Water Park	Saturday
Gilliam	Pachyderm Suites	Trunk Water Park	Sunday
Guthrie	Trunk Inn	Animal Planet Zoo	Friday
Guthrie	Trunk Inn	Jumbo Kingdom	Saturday
Guthrie	Trunk Inn	Jumbo Studios	Sunday
Wooten	Mammoth Motel	Jumbo Kingdom	Friday
Wooten	Mammoth Motel	Jumbo Kingdom	Saturday
Wooten	Mammoth Motel	World's Fair	Sunday
Huber	Trunk Inn	Jumbo Kingdom	Friday
Huber	Trunk Inn	Jumbo Studios	Saturday
Huber	Trunk Inn	World's Fair	Sunday
Barlow	Tusk Hotel	Jumbo Kingdom	Friday
Barlow	Tusk Hotel	Jumbo Studios	Saturday
Barlow	Tusk Hotel	Trunk Water Park	Sunday
Boyle	Loxodon Lodge	World's Fair	Friday
Boyle	Loxodon Lodge	Jumbo Studios	Saturday
Boyle	Loxodon Lodge	Jumbo Golf Course	Sunday
Mcmahon	Mouse Resort	World's Fair	Friday
Mcmahon	Mouse Resort	Jumbo Kingdom	Saturday
Mcmahon	Mouse Resort	Jumbo Golf Course	Sunday
Buckner	Tusk Hotel	Jumbo Kingdom	Friday
Buckner	Tusk Hotel	Jumbo Kingdom	Saturday
Buckner	Tusk Hotel	Jumbo Kingdom	Sunday
Rocha	Pachyderm Suites	Jumbo Kingdom	Friday
Rocha	Pachyderm Suites	Jumbo Kingdom	Saturday
Rocha	Pachyderm Suites	World's Fair	Sunday
Puckett	Tusk Hotel	Jumbo Kingdom	Friday
Puckett	Tusk Hotel	Animal Planet Zoo	Saturday
Puckett	Tusk Hotel	World's Fair	Sunday
Langley	Tusk Hotel	World's Fair	Friday
Langley	Tusk Hotel	Jumbo Kingdom	Saturday
Langley	Tusk Hotel	Jumbo Studios	Sunday
Knowles	Pachyderm Suites	World's Fair	Friday
Knowles	Pachyderm Suites	World's Fair	Saturday
Knowles	Pachyderm Suites	Jumbo Kingdom	Sunday
Cooke	Pachyderm Suites	Jumbo Golf Course	Friday
Cooke	Pachyderm Suites	World's Fair	Saturday
Cooke	Pachyderm Suites	Jumbo Studios	Sunday
Velazquez	Mouse Resort	Trunk Water Park	Friday
Velazquez	Mouse Resort	Animal Planet Zoo	Saturday
Velazquez	Mouse Resort	World's Fair	Sunday
Whitley	Trunk Inn	Jumbo Kingdom	Friday
Whitley	Trunk Inn	Jumbo Kingdom	Saturday
Whitley	Trunk Inn	World's Fair	Sunday
Noel	Elephant Lodge	Animal Planet Zoo	Friday
Noel	Elephant Lodge	Animal Planet Zoo	Saturday
Noel	Elephant Lodge	Jumbo Studios	Sunday
Vang	Pachyderm Suites	Jumbo Studios	Friday
Vang	Pachyderm Suites	World's Fair	Saturday
Vang	Pachyderm Suites	Jumbo Golf Course	Sunday
